Date,Open,High,Low,Close,Adj Close,Volume
27-07-2011,5588.549805,5591.700195,5521.5,5546.799805,5546.799805,0
28-07-2011,5492.399902,5512.100098,5475.649902,5487.75,5487.75,0
29-07-2011,5479,5520.299805,5453.950195,5482,5482,0
01-08-2011,5527.5,5551.899902,5486.450195,5516.799805,5516.799805,0
02-08-2011,5493.200195,5496.299805,5433.649902,5456.549805,5456.549805,0
03-08-2011,5402,5422.600098,5378.850098,5404.799805,5404.799805,0
04-08-2011,5412.399902,5434.5,5323.149902,5331.799805,5331.799805,0
05-08-2011,5204.350098,5229.649902,5116.450195,5211.25,5211.25,0
08-08-2011,5083.850098,5204.200195,5054.049805,5118.5,5118.5,0
09-08-2011,4947.899902,5167,4946.450195,5072.850098,5072.850098,0
10-08-2011,5196.549805,5197.950195,5123.350098,5161,5161,0
11-08-2011,5128,5184.950195,5121,5138.299805,5138.299805,0
12-08-2011,5194.399902,5194.450195,5053.350098,5072.950195,5072.950195,0
16-08-2011,5125.75,5132.200195,5015.399902,5035.799805,5035.799805,0
17-08-2011,5030.299805,5112.149902,5017.25,5056.600098,5056.600098,0
18-08-2011,5077.950195,5078.600098,4932.149902,4944.149902,4944.149902,0
19-08-2011,4859.299805,4893.600098,4796.100098,4845.649902,4845.649902,0
22-08-2011,4843.700195,4910.049805,4808.75,4898.799805,4898.799805,0
23-08-2011,4925.149902,4965.799805,4863.799805,4948.899902,4948.899902,0
24-08-2011,4934.350098,4962.399902,4875.299805,4888.899902,4888.899902,0
25-08-2011,4914.649902,4915.850098,4825.049805,4839.600098,4839.600098,0
26-08-2011,4839.25,4872,4720,4747.799805,4747.799805,0
29-08-2011,4806.200195,4934.399902,4806.049805,4919.600098,4919.600098,0
30-08-2011,4973.25,5016.25,4927.549805,5001,5001,0
02-09-2011,5109.799805,5113.700195,4993.350098,5040,5040,0
05-09-2011,4998.899902,5030.299805,4964.450195,5017.200195,5017.200195,0
06-09-2011,4993.350098,5072.899902,4942.899902,5064.299805,5064.299805,0
07-09-2011,5080.149902,5154.5,5076.299805,5124.649902,5124.649902,0
08-09-2011,5139.200195,5169.25,5098.25,5153.25,5153.25,0
09-09-2011,5161.299805,5163.75,5046.799805,5059.450195,5059.450195,0
12-09-2011,4981.700195,4985.600098,4911.25,4946.799805,4946.799805,0
13-09-2011,4977.799805,5030.149902,4911.049805,4940.950195,4940.950195,0
14-09-2011,4965.049805,5026.149902,4917.399902,5012.549805,5012.549805,0
15-09-2011,5062.350098,5091.450195,4967.450195,5075.700195,5075.700195,0
16-09-2011,5123.350098,5143.600098,5068.100098,5084.25,5084.25,0
19-09-2011,5068.399902,5068.399902,5019.25,5031.950195,5031.950195,0
20-09-2011,5042.549805,5149.899902,5035.25,5140.200195,5140.200195,0
21-09-2011,5153.75,5168.399902,5109.850098,5133.25,5133.25,0
22-09-2011,5054.450195,5059.850098,4907.75,4923.649902,4923.649902,0
23-09-2011,4873.75,4930.25,4829.600098,4867.75,4867.75,0
26-09-2011,4878.600098,4879.799805,4758.850098,4835.399902,4835.399902,0
27-09-2011,4905.149902,4982.950195,4905.149902,4971.25,4971.25,0
28-09-2011,5005.5,5006.049805,4918.450195,4945.899902,4945.899902,0
29-09-2011,4924.200195,5034.25,4906,5015.450195,5015.450195,0
30-09-2011,4990.149902,5025.549805,4924.299805,4943.25,4943.25,0
03-10-2011,4874.399902,4879.149902,4823.899902,4849.5,4849.5,0
04-10-2011,4823.5,4869.75,4728.299805,4772.149902,4772.149902,0
05-10-2011,4791.299805,4827.799805,4741,4751.299805,4751.299805,0
07-10-2011,4883.649902,4922.600098,4861.200195,4888.049805,4888.049805,0
10-10-2011,4886.850098,4991.149902,4882.049805,4979.600098,4979.600098,0
11-10-2011,5019.899902,5045.100098,4964,4974.350098,4974.350098,0
12-10-2011,5011.200195,5109.799805,4997.649902,5099.399902,5099.399902,0
13-10-2011,5130.799805,5136.950195,5067.649902,5077.850098,5077.850098,0
14-10-2011,5057.350098,5141.399902,5056.600098,5132.299805,5132.299805,0
17-10-2011,5156.200195,5160.200195,5084.5,5118.25,5118.25,0
18-10-2011,5049.450195,5057.5,5011.049805,5037.5,5037.5,0
19-10-2011,5080.450195,5148.049805,5075.299805,5139.149902,5139.149902,0
20-10-2011,5086.549805,5099,5033.950195,5091.899902,5091.899902,0
21-10-2011,5106.600098,5120.75,5037.950195,5049.950195,5049.950195,0
24-10-2011,5114.700195,5145.649902,5084.75,5098.350098,5098.350098,0
25-10-2011,5137.899902,5211,5085.549805,5191.600098,5191.600098,0
28-10-2011,5341.899902,5399.700195,5322.799805,5360.700195,5360.700195,0
31-10-2011,5358.899902,5360.25,5314.600098,5326.600098,5326.600098,0
01-11-2011,5278.600098,5310.850098,5238.299805,5257.950195,5257.950195,0
02-11-2011,5216.75,5300.100098,5204.950195,5258.450195,5258.450195,0
03-11-2011,5241.549805,5281.600098,5201.850098,5265.75,5265.75,0
04-11-2011,5325.399902,5326.450195,5256.799805,5284.200195,5284.200195,0
08-11-2011,5292.25,5304.25,5252,5289.350098,5289.350098,0
09-11-2011,5309.700195,5317.5,5211.75,5221.049805,5221.049805,0
11-11-2011,5159.75,5198.600098,5142.25,5168.850098,5168.850098,0
14-11-2011,5217.350098,5228.899902,5140.549805,5148.350098,5148.350098,0
15-11-2011,5131.200195,5158.75,5052.850098,5068.5,5068.5,0
16-11-2011,5059.100098,5065.200195,4989.5,5030.450195,5030.450195,0
17-11-2011,5027.100098,5036.799805,4919.450195,4934.75,4934.75,0
18-11-2011,4899.149902,4915.899902,4837.950195,4905.799805,4905.799805,0
21-11-2011,4873.799805,4873.799805,4764.799805,4778.350098,4778.350098,0
22-11-2011,4794.850098,4854,4782.549805,4812.350098,4812.350098,0
23-11-2011,4779.5,4779.5,4640.950195,4706.450195,4706.450195,0
24-11-2011,null,null,null,null,null,null
25-11-2011,4731.299805,4767.299805,4693.100098,4710.049805,4710.049805,0
28-11-2011,4769.299805,4859.100098,4766.399902,4851.299805,4851.299805,0
29-11-2011,4864.200195,4866.100098,4787.100098,4805.100098,4805.100098,0
30-11-2011,4766.149902,4851.549805,4754.799805,4832.049805,4832.049805,0
01-12-2011,4970.850098,5011.899902,4916.700195,4936.850098,4936.850098,0
02-12-2011,4940.850098,5062.549805,4918.399902,5050.149902,5050.149902,0
05-12-2011,5036.5,5055.399902,5002.549805,5039.149902,5039.149902,0
07-12-2011,5050.100098,5099.25,5032.25,5062.600098,5062.600098,0
08-12-2011,5037.399902,5049.049805,4921.450195,4943.649902,4943.649902,0
09-12-2011,4870.75,4918.350098,4841.75,4866.700195,4866.700195,0
12-12-2011,4906.850098,4910.25,4755.549805,4764.600098,4764.600098,0
13-12-2011,4733.600098,4824.700195,4728.5,4800.600098,4800.600098,0
14-12-2011,4788.700195,4839.549805,4750.399902,4763.25,4763.25,0
15-12-2011,4712.799805,4768.649902,4673.850098,4746.350098,4746.350098,0
16-12-2011,4752.5,4818.850098,4628.200195,4651.600098,4651.600098,0
19-12-2011,4623.149902,4623.149902,4555.899902,4613.100098,4613.100098,0
20-12-2011,4635.799805,4637.25,4531.149902,4544.200195,4544.200195,0
21-12-2011,4636.450195,4707.350098,4601.950195,4693.149902,4693.149902,0
22-12-2011,4636.899902,4740.600098,4632.950195,4733.850098,4733.850098,0
23-12-2011,4763.200195,4763.450195,4693.200195,4714,4714,0
26-12-2011,null,null,null,null,null,null
27-12-2011,4780.200195,4800.5,4723.649902,4750.5,4750.5,0
28-12-2011,4756.200195,4756.200195,4685.649902,4705.799805,4705.799805,0
29-12-2011,4681.149902,4701.799805,4639.049805,4646.25,4646.25,0
30-12-2011,4659.950195,4690.450195,4608.899902,4624.299805,4624.299805,0
02-01-2012,null,null,null,null,null,null
03-01-2012,4675.799805,4773.100098,4675.799805,4765.299805,4765.299805,0
04-01-2012,4774.950195,4782.850098,4728.850098,4749.649902,4749.649902,0
05-01-2012,4749,4779.799805,4730.149902,4749.950195,4749.950195,0
06-01-2012,4724.149902,4794.899902,4686.850098,4754.100098,4754.100098,0
07-01-2012,null,null,null,null,null,null
09-01-2012,4747.549805,4758.700195,4695.450195,4742.799805,4742.799805,0
10-01-2012,4771.850098,4855.899902,4768.25,4849.549805,4849.549805,0
11-01-2012,4863.149902,4877.200195,4841.600098,4860.950195,4860.950195,0
12-01-2012,4840.950195,4869.200195,4803.899902,4831.25,4831.25,0
13-01-2012,4861.950195,4898.850098,4834.200195,4866,4866,0
16-01-2012,4844,4880.799805,4827.049805,4873.899902,4873.899902,0
17-01-2012,4904.5,4975.549805,4904,4967.299805,4967.299805,0
18-01-2012,4977.75,4980.649902,4931.049805,4955.799805,4955.799805,0
19-01-2012,4995,5023.799805,4991.399902,5018.399902,5018.399902,0
20-01-2012,5044.850098,5064.149902,5004.299805,5048.600098,5048.600098,0
23-01-2012,5025.350098,5059.549805,5021.350098,5046.25,5046.25,0
24-01-2012,5064.799805,5141.049805,5049.799805,5127.350098,5127.350098,0
25-01-2012,5151.5,5174.149902,5130.25,5158.299805,5158.299805,0
27-01-2012,5216.75,5217,5162.399902,5204.700195,5204.700195,0
30-01-2012,5163.549805,5166.149902,5076.700195,5087.299805,5087.299805,0
31-01-2012,5125.25,5215.399902,5120.149902,5199.25,5199.25,0
01-02-2012,5198.149902,5244.600098,5159,5235.700195,5235.700195,0
02-02-2012,5272.100098,5289.950195,5225.75,5269.899902,5269.899902,0
03-02-2012,5276.100098,5334.850098,5255.549805,5325.850098,5325.850098,0
06-02-2012,5379.450195,5390.049805,5327.25,5361.649902,5361.649902,0
07-02-2012,5412.950195,5413.350098,5322.950195,5335.149902,5335.149902,0
08-02-2012,5343.799805,5396.899902,5325.200195,5368.149902,5368.149902,0
09-02-2012,5343.049805,5423.399902,5338.899902,5412.350098,5412.350098,0
10-02-2012,5399.799805,5427.75,5341.049805,5381.600098,5381.600098,0
13-02-2012,5382.100098,5421.049805,5351.399902,5390.200195,5390.200195,0
14-02-2012,5380.799805,5428.049805,5377.950195,5416.049805,5416.049805,0
15-02-2012,5460.600098,5542.100098,5460.600098,5531.950195,5531.950195,0
16-02-2012,5513.75,5531.399902,5483.75,5521.950195,5521.950195,0
17-02-2012,5574.200195,5606.700195,5545.200195,5564.299805,5564.299805,0
21-02-2012,5561.899902,5621.5,5561.75,5607.149902,5607.149902,0
22-02-2012,5609.75,5629.950195,5491.350098,5505.350098,5505.350098,0
23-02-2012,5490.049805,5537.399902,5460.799805,5483.299805,5483.299805,0
24-02-2012,5479.149902,5521.399902,5405.899902,5429.299805,5429.299805,0
27-02-2012,5448.100098,5449.799805,5268.149902,5281.200195,5281.200195,0
28-02-2012,5310.5,5391.100098,5306.450195,5375.5,5375.5,0
29-02-2012,5424.950195,5458.799805,5352.25,5385.200195,5385.200195,0
01-03-2012,5366,5372.450195,5297.5,5339.75,5339.75,0
02-03-2012,5369.450195,5392.549805,5315.049805,5359.350098,5359.350098,0
03-03-2012,null,null,null,null,null,null
05-03-2012,5342.549805,5344.5,5265.700195,5280.350098,5280.350098,0
06-03-2012,5266,5382.049805,5206.399902,5222.399902,5222.399902,0
07-03-2012,5207.049805,5243.850098,5171.450195,5220.450195,5220.450195,0
09-03-2012,5294.100098,5342.299805,5291.600098,5333.549805,5333.549805,0
12-03-2012,5420.100098,5421.899902,5327.299805,5359.549805,5359.549805,0
13-03-2012,5391.049805,5438.649902,5390.799805,5429.5,5429.5,0
14-03-2012,5490.549805,5499.399902,5437.799805,5463.899902,5463.899902,0
15-03-2012,5462.5,5462.5,5362.299805,5380.5,5380.5,0
16-03-2012,5380.350098,5445.649902,5305,5317.899902,5317.899902,0
19-03-2012,5337.350098,5340.700195,5238.549805,5257.049805,5257.049805,0
20-03-2012,5257.149902,5297.350098,5233.25,5274.850098,5274.850098,0
21-03-2012,5267.200195,5372.350098,5256,5364.950195,5364.950195,0
22-03-2012,5361.100098,5385.950195,5205.649902,5228.450195,5228.450195,0
23-03-2012,5255.649902,5312,5220,5278.200195,5278.200195,0
26-03-2012,5274.350098,5274.950195,5174.899902,5184.25,5184.25,0
27-03-2012,5242.950195,5277.950195,5184.649902,5243.149902,5243.149902,0
28-03-2012,5231.700195,5236.549805,5169.600098,5194.75,5194.75,0
29-03-2012,5145.950195,5194.299805,5135.950195,5178.850098,5178.850098,0
30-03-2012,5206.600098,5307.100098,5203.649902,5295.549805,5295.549805,0
02-04-2012,5296.350098,5331.549805,5278.799805,5317.899902,5317.899902,0
03-04-2012,5353.200195,5378.75,5344.450195,5358.5,5358.5,0
04-04-2012,5328.649902,5338.399902,5305.299805,5322.899902,5322.899902,0
09-04-2012,5282.5,5287.899902,5228,5234.399902,5234.399902,0
10-04-2012,5254.100098,5255.799805,5211.850098,5243.600098,5243.600098,0
11-04-2012,5209.450195,5263.649902,5190.799805,5226.850098,5226.850098,0
12-04-2012,5246.75,5290.600098,5246.75,5276.850098,5276.850098,0
13-04-2012,5255.700195,5306.75,5185.399902,5207.450195,5207.450195,0
16-04-2012,5190.600098,5233.5,5183.5,5226.200195,5226.200195,0
17-04-2012,5266.600098,5298.200195,5208.350098,5289.700195,5289.700195,0
18-04-2012,5320.700195,5342,5293.450195,5300,5300,0
19-04-2012,5320.600098,5342.450195,5291.299805,5332.399902,5332.399902,0
20-04-2012,5313.950195,5336.149902,5245.450195,5290.850098,5290.850098,0
23-04-2012,5277.399902,5310.549805,5187.149902,5200.600098,5200.600098,0
24-04-2012,5215.899902,5232.350098,5180.350098,5222.649902,5222.649902,0
25-04-2012,5222.200195,5236.100098,5160.649902,5202,5202,0
26-04-2012,5214.75,5215.600098,5179.049805,5189,5189,0
27-04-2012,5189,5223.049805,5154.299805,5190.600098,5190.600098,0
30-04-2012,5201.450195,5262.149902,5201.450195,5248.149902,5248.149902,0
02-05-2012,5254.299805,5279.600098,5226.450195,5239.149902,5239.149902,0
03-05-2012,5211.200195,5217.299805,5180.649902,5188.399902,5188.399902,0
04-05-2012,5166.649902,5177.200195,5070.600098,5086.850098,5086.850098,0
07-05-2012,5017.799805,5124.75,4988,5114.149902,5114.149902,0
08-05-2012,5114.700195,5119.950195,4983.600098,4999.950195,4999.950195,0
09-05-2012,4967.899902,5016.25,4956.450195,4974.799805,4974.799805,0
10-05-2012,4984.149902,5039.299805,4950.299805,4965.700195,4965.700195,0
11-05-2012,4938.850098,4976.25,4906.149902,4928.899902,4928.899902,0
14-05-2012,4934.350098,4957.200195,4874.5,4907.799805,4907.799805,0
15-05-2012,4869.850098,4955.200195,4868.549805,4942.799805,4942.799805,0
16-05-2012,4875.299805,4882.25,4837.049805,4858.25,4858.25,0
17-05-2012,4878.600098,4922.25,4850.200195,4870.200195,4870.200195,0
18-05-2012,4796.399902,4908.5,4788.950195,4891.450195,4891.450195,0
21-05-2012,null,null,null,null,null,null
22-05-2012,4954.700195,4956.350098,4849.899902,4860.5,4860.5,0
23-05-2012,4843,4853.75,4803.950195,4835.649902,4835.649902,0
24-05-2012,4863.399902,4931.899902,4830.149902,4921.399902,4921.399902,0
25-05-2012,4905.950195,4935.799805,4889.350098,4920.399902,4920.399902,0
28-05-2012,4931.700195,4994.950195,4931.299805,4985.649902,4985.649902,0
29-05-2012,5005.350098,5020.149902,4982.149902,4990.100098,4990.100098,0
30-05-2012,4964.25,4982.25,4944.899902,4950.75,4950.75,0
31-05-2012,4896.100098,4924.25,4894.450195,4924.25,4924.25,0
01-06-2012,4910.850098,4925,4831.75,4841.600098,4841.600098,0
04-06-2012,4797.299805,4858.299805,4770.350098,4848.149902,4848.149902,0
05-06-2012,4869.450195,4898.950195,4847.700195,4863.299805,4863.299805,0
06-06-2012,4886.649902,5010.450195,4886.149902,4997.100098,4997.100098,0
07-06-2012,5035.350098,5059.649902,5007.75,5049.649902,5049.649902,0
08-06-2012,5044.25,5084.450195,4994.799805,5068.350098,5068.350098,0
11-06-2012,5096.700195,5124.450195,5040.700195,5054.100098,5054.100098,0
12-06-2012,5015.5,5128.899902,5015.149902,5115.899902,5115.899902,0
13-06-2012,5117.549805,5144.899902,5095.450195,5121.450195,5121.450195,0
14-06-2012,5105.100098,5130,5047.600098,5054.75,5054.75,0
15-06-2012,5069.549805,5146.200195,5069.149902,5139.049805,5139.049805,0
18-06-2012,5174,5190.200195,5041.700195,5064.25,5064.25,0
19-06-2012,5050.799805,5113.600098,5048.100098,5103.850098,5103.850098,0
20-06-2012,5114.549805,5141.700195,5100.700195,5120.549805,5120.549805,0
21-06-2012,5097.350098,5170.399902,5093.450195,5165,5165,0
22-06-2012,5101.75,5159.799805,5094,5146.049805,5146.049805,0
25-06-2012,5158.5,5194.600098,5105.649902,5114.649902,5114.649902,0
26-06-2012,5107.450195,5134.549805,5095.5,5120.799805,5120.799805,0
27-06-2012,5149.450195,5160.100098,5129.25,5141.899902,5141.899902,0
28-06-2012,5148.950195,5159.049805,5125.299805,5149.149902,5149.149902,0
29-06-2012,5191.25,5286.25,5189,5278.899902,5278.899902,0
02-07-2012,5283.850098,5302.149902,5263.350098,5278.600098,5278.600098,0
03-07-2012,5298.850098,5317,5265.950195,5287.950195,5287.950195,0
04-07-2012,5310.399902,5317.649902,5273.299805,5302.549805,5302.549805,0
05-07-2012,5297.049805,5333.649902,5288.850098,5327.299805,5327.299805,0
06-07-2012,5324.700195,5327.200195,5287.75,5316.950195,5316.950195,0
09-07-2012,5283.700195,5300.600098,5257.75,5275.149902,5275.149902,0
10-07-2012,5286.600098,5348.549805,5284.549805,5345.350098,5345.350098,0
11-07-2012,5315.25,5336.450195,5300.25,5306.299805,5306.299805,0
12-07-2012,5240,5261.75,5217.700195,5235.25,5235.25,0
13-07-2012,5242.75,5267.149902,5216.850098,5227.25,5227.25,0
16-07-2012,5232.350098,5246.850098,5190.450195,5197.25,5197.25,0
17-07-2012,5228.049805,5236.700195,5181.700195,5192.850098,5192.850098,0
18-07-2012,5199.100098,5222.850098,5169.049805,5216.299805,5216.299805,0
19-07-2012,5249.850098,5257.75,5233.149902,5242.700195,5242.700195,0
20-07-2012,5233.549805,5238.700195,5197.5,5205.100098,5205.100098,0
23-07-2012,5163.25,5164.200195,5108.100098,5117.950195,5117.950195,0
24-07-2012,5128.799805,5144,5103.25,5128.200195,5128.200195,0
25-07-2012,5118.399902,5121.600098,5076.600098,5109.600098,5109.600098,0
26-07-2012,5126.299805,5126.299805,5032.399902,5043,5043,0
27-07-2012,5124.299805,5149.950195,5077.5,5099.850098,5099.850098,0
30-07-2012,5129.75,5206.600098,5129.75,5199.799805,5199.799805,0
31-07-2012,5214.850098,5234.549805,5154.049805,5229,5229,0
01-08-2012,5220.700195,5246.350098,5212.649902,5240.5,5240.5,0
02-08-2012,5233.100098,5236.899902,5209.950195,5227.75,5227.75,0
03-08-2012,5195.600098,5220.200195,5164.649902,5215.700195,5215.700195,0
06-08-2012,5260.850098,5293.200195,5260.850098,5282.549805,5282.549805,0
07-08-2012,5295.399902,5350.100098,5281.649902,5336.700195,5336.700195,0
08-08-2012,5345.25,5377.600098,5331.049805,5338,5338,0
09-08-2012,5348.299805,5368.200195,5312.100098,5322.950195,5322.950195,0
10-08-2012,5308.200195,5330.100098,5294.100098,5320.399902,5320.399902,0
13-08-2012,5316.350098,5352.450195,5309.049805,5347.899902,5347.899902,0
14-08-2012,5343.25,5387.049805,5328.799805,5380.350098,5380.350098,0
16-08-2012,5385.950195,5390.649902,5356.649902,5362.950195,5362.950195,0
17-08-2012,5368.600098,5399.950195,5341.700195,5366.299805,5366.299805,0
21-08-2012,5368.700195,5425.149902,5368.700195,5421,5421,0
22-08-2012,5395.75,5433.350098,5394.799805,5412.850098,5412.850098,0
23-08-2012,5426.149902,5448.600098,5393.850098,5415.350098,5415.350098,0
24-08-2012,5392.600098,5399.649902,5371,5386.700195,5386.700195,0
27-08-2012,5387.850098,5399.149902,5346.649902,5350.25,5350.25,0
28-08-2012,null,null,null,null,null,null
29-08-2012,5343.850098,5345.5,5282.700195,5287.799805,5287.799805,0
30-08-2012,5268.600098,5342.799805,5255.049805,5315.049805,5315.049805,0
31-08-2012,5298.200195,5303.25,5238.899902,5258.5,5258.5,0
03-09-2012,5276.5,5295.799805,5243.149902,5253.75,5253.75,0
04-09-2012,5249.149902,5278.350098,5233.200195,5274,5274,0
05-09-2012,5243.899902,5259.5,5215.700195,5225.700195,5225.700195,0
06-09-2012,5217.649902,5260.600098,5217.649902,5238.399902,5238.399902,0
07-09-2012,5309.450195,5347.149902,5309.200195,5342.100098,5342.100098,0
08-09-2012,null,null,null,null,null,null
10-09-2012,5361.899902,5375.450195,5349.100098,5363.450195,5363.450195,0
11-09-2012,5336.100098,5393.350098,5332.100098,5390,5390,0
12-09-2012,5404.450195,5435.549805,5393.950195,5431,5431,0
13-09-2012,5435.200195,5447.450195,5421.850098,5435.350098,5435.350098,0
14-09-2012,5528.350098,5586.649902,5526.950195,5577.649902,5577.649902,0
17-09-2012,5631.75,5652.200195,5585.149902,5610,5610,0
18-09-2012,5602.399902,5620.549805,5586.450195,5600.049805,5600.049805,0
20-09-2012,5536.950195,5581.350098,5534.899902,5554.25,5554.25,0
21-09-2012,5577,5720,5575.450195,5691.149902,5691.149902,0
24-09-2012,5691.950195,5709.850098,5662.75,5669.600098,5669.600098,0
25-09-2012,5674.899902,5702.700195,5652.450195,5673.899902,5673.899902,0
26-09-2012,5653.399902,5672.799805,5638.649902,5663.450195,5663.450195,0
27-09-2012,5673.75,5693.700195,5639.700195,5649.5,5649.5,0
28-09-2012,5684.799805,5735.149902,5683.450195,5703.299805,5703.299805,0
01-10-2012,5704.75,5722.950195,5694,5718.799805,5718.799805,0
03-10-2012,5727.700195,5743.25,5715.799805,5731.25,5731.25,0
04-10-2012,5751.549805,5807.25,5751.350098,5787.600098,5787.600098,0
05-10-2012,5815,5815.350098,4888.200195,5746.950195,5746.950195,0
08-10-2012,5751.850098,5751.850098,5666.200195,5676,5676,0
09-10-2012,5708.149902,5728.649902,5677.899902,5704.600098,5704.600098,0
10-10-2012,5671.149902,5686.5,5647.049805,5652.149902,5652.149902,0
11-10-2012,5663.5,5721.100098,5636.950195,5708.049805,5708.049805,0
12-10-2012,5681.700195,5725,5659.350098,5676.049805,5676.049805,0
15-10-2012,5674.25,5693.700195,5651.049805,5687.25,5687.25,0
16-10-2012,5705.600098,5714,5635.600098,5648,5648,0
17-10-2012,5681.100098,5684.350098,5633.899902,5660.25,5660.25,0
18-10-2012,5675.299805,5722.5,5650.549805,5718.700195,5718.700195,0
19-10-2012,5703.299805,5711.700195,5660,5684.25,5684.25,0
22-10-2012,5667.600098,5721.549805,5658.049805,5717.149902,5717.149902,0
23-10-2012,5715.649902,5720.799805,5681.450195,5691.399902,5691.399902,0
25-10-2012,5688.799805,5718.75,5685.700195,5705.299805,5705.299805,0
29-10-2012,5665.200195,5698.299805,5645.100098,5665.600098,5665.600098,0
30-10-2012,5656.350098,5689.899902,5589.899902,5597.899902,5597.899902,0
31-10-2012,5596.75,5624.399902,5583.049805,5619.700195,5619.700195,0
01-11-2012,5609.850098,5649.75,5601.950195,5645.049805,5645.049805,0
02-11-2012,5696.350098,5711.299805,5682.549805,5697.700195,5697.700195,0
05-11-2012,5693.049805,5709.200195,5679.5,5704.200195,5704.200195,0
06-11-2012,5694.100098,5730.799805,5693.649902,5724.399902,5724.399902,0
07-11-2012,5718.600098,5777.299805,5711.399902,5760.100098,5760.100098,0
08-11-2012,5709,5744.5,5693.950195,5738.75,5738.75,0
09-11-2012,5731.100098,5751.700195,5677.75,5686.25,5686.25,0
11-11-2012,null,null,null,null,null,null
12-11-2012,5688.450195,5718.899902,5665.75,5683.700195,5683.700195,0
15-11-2012,5650.350098,5651.649902,5603.549805,5631,5631,0
16-11-2012,5624.799805,5650.149902,5559.799805,5574.049805,5574.049805,0
19-11-2012,5577.299805,5592.75,5549.25,5571.399902,5571.399902,0
20-11-2012,5604.799805,5613.700195,5548.350098,5571.549805,5571.549805,0
21-11-2012,5582.5,5620.200195,5561.399902,5614.799805,5614.799805,0
22-11-2012,5628.600098,5643.350098,5608,5627.75,5627.75,0
23-11-2012,5635.450195,5637.75,5593.549805,5626.600098,5626.600098,0
26-11-2012,5648.649902,5649.200195,5623.450195,5635.899902,5635.899902,0
27-11-2012,5658.5,5733.200195,5658,5727.450195,5727.450195,0
29-11-2012,5736.700195,5833.5,5736.100098,5825,5825,0
30-11-2012,5836,5885.25,5827.850098,5879.850098,5879.850098,0
03-12-2012,5878.25,5899.149902,5854.600098,5870.950195,5870.950195,0
04-12-2012,5866.799805,5894.950195,5859,5889.25,5889.25,0
05-12-2012,5906.600098,5917.799805,5891.350098,5900.5,5900.5,0
06-12-2012,5926.299805,5942.549805,5838.899902,5930.899902,5930.899902,0
07-12-2012,5934,5949.850098,5888.649902,5907.399902,5907.399902,0
10-12-2012,5916.049805,5919.950195,5888.100098,5908.899902,5908.899902,0
11-12-2012,5923.799805,5965.149902,5865.450195,5898.799805,5898.799805,0
12-12-2012,5917.799805,5924.600098,5874.25,5888,5888,0
13-12-2012,5900.350098,5907.450195,5841.350098,5851.5,5851.5,0
14-12-2012,5846.899902,5886.100098,5839.149902,5879.600098,5879.600098,0
17-12-2012,5860.5,5886.049805,5850.149902,5857.899902,5857.899902,0
18-12-2012,5873.600098,5905.799805,5823.149902,5896.799805,5896.799805,0
19-12-2012,5917.299805,5939.399902,5910.799805,5929.600098,5929.600098,0
20-12-2012,5934.450195,5937.600098,5881.450195,5916.399902,5916.399902,0
21-12-2012,5888,5888,5841.649902,5847.700195,5847.700195,0
24-12-2012,5869,5871.899902,5844.700195,5855.75,5855.75,0
26-12-2012,5864.950195,5917.299805,5859.549805,5905.600098,5905.600098,0
27-12-2012,5930.200195,5930.799805,5864.700195,5870.100098,5870.100098,0
28-12-2012,5887.149902,5915.75,5879.5,5908.350098,5908.350098,0
31-12-2012,5901.200195,5919,5897.149902,5905.100098,5905.100098,0
01-01-2013,null,null,null,null,null,null
02-01-2013,5982.600098,6006.049805,5982,5993.25,5993.25,0
03-01-2013,6015.799805,6017,5986.549805,6009.5,6009.5,0
04-01-2013,6011.950195,6020.75,5981.549805,6016.149902,6016.149902,0
07-01-2013,6042.149902,6042.149902,5977.149902,5988.399902,5988.399902,0
08-01-2013,5983.450195,6007.049805,5964.399902,6001.700195,6001.700195,0
09-01-2013,6006.200195,6020.100098,5958.450195,5971.5,5971.5,0
10-01-2013,5998.799805,6005.149902,5947.299805,5968.649902,5968.649902,0
11-01-2013,6012.399902,6018.850098,5940.600098,5951.299805,5951.299805,0
14-01-2013,5967.200195,6036.899902,5962.149902,6024.049805,6024.049805,0
15-01-2013,6037.850098,6068.5,6018.600098,6056.600098,6056.600098,0
16-01-2013,6049,6055.950195,5992.049805,6001.850098,6001.850098,0
17-01-2013,6001.25,6053.200195,5988.100098,6039.200195,6039.200195,0
18-01-2013,6059.850098,6083.399902,6048.299805,6064.399902,6064.399902,0
21-01-2013,6085.75,6094.350098,6065.100098,6082.299805,6082.299805,130900
22-01-2013,6080.149902,6101.299805,6040.5,6048.5,6048.5,129000
23-01-2013,6052.850098,6069.799805,6021.149902,6054.299805,6054.299805,137000
24-01-2013,6046.200195,6065.299805,6007.850098,6019.350098,6019.350098,185200
25-01-2013,6024.5,6080.549805,6014.450195,6074.649902,6074.649902,147600
28-01-2013,6082.100098,6088.399902,6061.399902,6074.799805,6074.799805,113100
29-01-2013,6064.700195,6111.799805,6042.450195,6049.899902,6049.899902,157600
30-01-2013,6065,6071.950195,6044.149902,6055.75,6055.75,124200
31-01-2013,6045.649902,6058.049805,6025.149902,6034.75,6034.75,168500
01-02-2013,6040.950195,6052.950195,5983.200195,5998.899902,5998.899902,159300
04-02-2013,6025.200195,6038.5,5981.25,5987.25,5987.25,141700
